text,Food,Interior,Price,Whole,Service
"Очень не понравилось обслуживание! Были вчера вечером, заказали, принесли достаточно быстро, но вот потом про нас как-будто забыли, мы допили напитки и хотели повторить их, но к нам пол часа никто не подходил, официанты бегали мимо, но в нашу сторону даже не смотрели, несмотря на то, что мы всеми силами пытались обратить на себя внимание.К слову, в зале было совсем немного столов.....В итоге мне пришлось подойти к барной стойке и позвать кого-нибудь. Потом мы ждали напитки около 40 минут, а на вопрос- где наши напитки, нам было выдано:-""а что, вам еще их не приносили????"". Удивило также то, что с гостями в ""Плюшкине"" не прощаются. Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!!",positive,positive,absence,both,negative
"Кухня супер, спасибо поварам, интерьер приятный, ходим на фонарный уже более 5 лет. Есть карточка постоянного гостя. Но последний раз, хамство девушки ,которая раньше работала официанткой,а сейчас видимо менеджер,вообще отбило все желание приходить. Когда мы спросили,возможно ли нам сесть за круглый столик большой компанией,она ответила что нет. Мы уточнили почему именно и удивились- ведь раньше постоянно сидели за круглым столом... На что получили ответ ""если я захочу вы вообще здесь находится не будете !!!"". Все были в шоке. Мы остались там в тот вечер так как любим тан жен и его кухню, но после этого раза желания приходить не было ни у кого. Неужели вы считаете правильным так разговаривать с вашими гостями, неужели у вас в ресторане менеджер а не хозяин принимает решение кто здесь будет есть а кто нет ???",positive,positive,absence,both,negative
"Как то посещали данное заведение с женой и друзьями прочитав положительные отзывы.Столик заказали заранее,обстановка довольно уютная,офицыанта и меню ждали минут двадцать,но не дождались, решили этот вопрос сами!!!Заказ начали приносить через полтора часа, мы уже собирались уходить,носили в течении ещё полутора часов!!!Из семи заказанных блюд понравились только два!!!В ресторане довольно уютно,была не плохая программа развлечений в которой мы принимали непосредственное участие!!!В СВЯЗИ С ВЫШЕ ИЗЛОЖЕННЫМ АДМИНИСТРАЦИИ ДАННОГО ЗАВЕДЕНИЯ ХОЧЕТСЯ ПОЖЕЛАТЬ БОЛЕЕ ВНИМАТЕЛЬНО ОТНОСИТЬСЯ КО ВСЕМ ГОСТЯМ ЗАВЕДЕНИЯ И ПРОВЕСТИ РАБОТУ НАД ОШИБКАМИ,А ПОКА ЭТОГО НЕ ПРОИЗОШЛО ДЕЛАТЬ ТАМ НЕЧЕГО!!!",negative,positive,absence,negative,negative
"Были с мужем, хотели отметить дату знакомства, НО! Долго (минут 15-20)ждали в гардеробе, пока нас пригласят внутрь, хотя было уже достаточно поздно и когда мы вошли оказалось, что зал был полупустой. Ладно... Не нервничаем... Доброжелательные такие, праздник всё-таки... Интерьер интересный. Заказываем блюда, названий не помню (я - что-то из курицы, муж захотел попробовать конину). Горячее готовилось минут 10... быстро - не спорю, но КАК за 10 минут можно приготовить конину? Было полное ощущение и от вида и от вкуса, что блюда стояли уже пару суток и были просто разогреты в микроволновке. Никакой соли, никаких специй, совершенно пресная еда (хотя, не спорю, кто-то любит и так, но официанты могли бы предупредить и поставить на стол побольше специй)! Сервировано просто никак. Доесть не смогли. Настроение импортилось. Самым съедобным оказался салат из зелени и овощей, согласитесь, сложно испортить. Цены в общем, средние,но при такой кухне совершенно неоправданные. Мы и за доплату больше туда не пойдём.",negative,positive,negative,positive,negative
"Ужасный персонал на Невском пр-те 22, особенно если сидеть у окна (некурящих). Там всегда обслуживают новые официанты, плохо знающие меню. Приносят не то что заказываешь. Хотя должен отметить, что не все официанты такие, есть всегда вежливые, хорошо обученные. И девченки что на входе всегда очень аккуратно относятся к клиентам. После 2 месяцев обедов в этом заведении, и 4 раз, когда обед приносли через час после заказа, естественно весь остывший, больше нет желания заходить сюда. Судя по оценкам сервиса, я не единственный. Ребята если Вам сложно кормить людей в обед, пожалуйста не делайте этого.",absence,absence,absence,negative,both
"Возможно мне не посчастливилось, но ни один из написанных комментариев не был похож хоть толикой на то, что удалось увидеть мне.... Мы с другом ожидая своих друзей, которые еще не подъехали, решили взять пару закусок - салями и оливки. В это время в ресторане было только два столика с гостями. Прошло минут десять... нам ничего не принесли, подозвав официанта, мы попросили чай. Прошло еще минут пять..... закусками так и не пахло.... Нам уже стало казаться, что готовят официанты все сами... я подозвала официанта и сказала, что мы думаем уже пойти.... после чего через 4 минуты появилась салями.... я мяса не ем, потому пробовать не стала, друг сказал, что салями неплохая. Через 3 минуты принесли чай... и когда нам его давали, я попросила счет. Принесли его через 3 минуты.... оливок я так и не увидела.... Позвонили друзьям и поехали в ресторан, в который ходим все время. Ходить в этот ресторан не рекомендую.....",positive,absence,absence,negative,negative
"Давно хотела написать, да все как-то не было времени, только сейчас пишу... Несколько лет посещаем ресторан 'Хутор Водограй'. Всегда все нравилось, и кухня, и обслуживание, атмосфера и настроение в ресторане. Всегда чувствовался украинский колорит! Однако, наш последний визит перечеркнул все позитивные впечатления. Мы с мужем пришли вечером, нас никто не встретил, мы долго стояли у входа и присели сами, в растерянности, и спустя минут 10 (!), к нам подошел кто-то в зауженных спущенных джинсах, дал меню и сказал: "" - Ожидайте официанта"", так как сам не смог нам помочь в выборе напитков. Очень бы хотелось, поинтересоваться у руководителей, считают ли они это допустимым, при условии, что ресторан высокого уровня?!! Ужас этого вечера продолжался! Далее к нам подошел официант, который как мне показалось, меню даже не открывал, в отличии меня, изучившей его за 20 минут ожидания! Сделали заказ, поели с горем пополам. С собой решили взять любимых наших пирожков, зная, что они ручной работы, и хоть как-то поднять себе настроение. И опять сюрприз! Оказывается, что их больше нет в меню! На вопрос : ""почему?"", официант, заявил, что их некому делать! К сожалению, мы так и не поняли, что происходит с рестораном, жаль, что должного уровня уже нет и придется искать новый любимый ресторан. Юлия.",negative,positive,absence,negative,negative
"Давно не была в таком ужасном месте. Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо..."". По-поводу самой еды - ни одно блюдо восхищения не вызвало. В силу обстоятельств, была в этом ресторанчике не один раз, но как-то с каждым разом убеждаюсь в совем первом впечатлении. Однажды при заказе супа из меню официантка сказала, что следует заказать другой, так как этот скис (!!!). Интерьер - очень темный, не каждому тоже будет по вкусу. В общем, не советую ходить в это место. На той же улице есть довольно много заведений лучшего качества.",negative,negative,absence,negative,negative
"Посещала это заведение раз пять. Возвращаться туда заставляла лишь хорошая кухня..Карпаччо подают со всевозможными бальзамиками и маслом. Неплохой выбор вин. Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера... НО! Обслуживание отвратительно! Навсегда останется в памяти официант, который обращался к нам исключительно на ""ты"", дерзил, а когда ему было сделано замечание, он нам сообщил, что он поругался со своей девушкой и у него отвратительное настроение! В В другой раз нам ""повезло"" не меньше. Муж заказал стейк и мы често ждали его прибытия больше часа! Когда наша официантка все таки соизволила появиться (сидели мы почти у входа), от стейка мы отказались, но он волшебным образом всё равно оказался на столе уже через 5 минут и пришлось долго объяснять официантке, что его уже никто есть не будет!... Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала...",positive,positive,positive,both,negative
"Заходили в субботу в 5 вечера в начале декабря. Разумеется было много народу. Заказ ждали час,то есть даже салаты нам принесли только через час,почему-то вместе с горячим. За соседним столиком перепутали заказ и после часа ожидания люди получили совсем не то,что хотели. Паста,ризотто...были неплохи. В принципе ничего выдающегося,но мы ничего и не ожидали, просто зашли пообедать. Не понравилось долгое ожидание и какая то отчужденность официанта,который просто ушел на улицу посидеть на скамеечке...в то время как мы хотели расплатиться.Посидел минут 10,поболтал с кем-то и наконец таки пришел к нам,но с таким видом типа че?не подождать что ли...вежливости и желания обслуживать гостей я у него не заметила. Уютно,тесно,с сервисом нам не повезло. Супчики вкусные. Загляну туда еще на чаек и десерт,если буду идти мимо.",positive,both,absence,both,negative
"Мой молодой человек как-то заказывал столик на 8 марта. Интерьер - понравился, кухня - тоже. А вот обслуживание.... то ли обслуга стремилась начать отмечать 8-е марта побыстрее (мы приехали туда около 21.30,девушка при входе сказала, что ресторан работает до 23.00, хотя ЗАРАНЕЕ, когда делалась бронь столика, НАС НИКТО НЕ ПРЕДУПРЕДИЛ, ЧТО РЕСТОРАН БУДЕТ РАБОТАТЬ ДО 23.00) Заказ принесли довольно быстро, но как только мы приступили к еде, девушка хамски попросила нас пересесть за другой столик. Я естественно, отказалась. Настроение испорчено не было (просто было неприятно), но чаевых мы не оставили. Ресторан Ваш, рекомендовать никому не буду.",positive,positive,absence,both,negative
"Недавно с подругой ужинали у Вас. Давно смотрели проезжая мимо на машине и, наконец, решились. Встретили нас усталые но приветливые девушки и тут же проводили до столика. Виды из окна - выше всяких похвал. Интерьер не запомнился. Вот вообще. Помню только что столовые приборы, бокалы и специи находятся вдоль стены на невысокой ступеньке. И что мимо бегают дети. И к этим приборам тянутся как к любимым игрушкам. Ничего страшного, даже забавно, но свои приборы, на всякий случай, протерла салфеткой. Меню показалось немного скучным, но мы быстро определились с выбором. Подруга ела томатный суп и стейк из мраморной говядины со свежими томатами, а я такой же стейк с овощами гриль. Что могу сказать... Мясо было прожарено чуть сильнее,чем заказывала, но,тем не менее, вкусным и нежным. На десерт попробовали шоколадные кексы с горячим шоколадом внутри и мороженым. Вот что было действительно невероятно вкусно. Их рекомендую попробовать всем! Обслуживание не впечатлило. Вот честно. Пепельницу меняли крайне редко, грязную посуду не замечали минут по 10, и это притом,что пробегали мимо стола не раз и не два. Но во время непосредственного общения официант был милым и дружелюбным, что сгладило отрицательное впечатление. В общем все было очень мило. Понравилось ли мне? Скорее да,чем нет. Вернусь ли я туда? Скорее нет,чем да.",positive,neutral,absence,both,both
"Недавно первый раз побывала в ресторане Волна! Привходе встретила милая девушка предложила столики на выбор! Я решила выпить вина и поинтересовалась у официантки какое вином мне посоветуйте, явно меню в этом ресторане официанты не учат, ничего про вино она мне не смогла обьяснить! Выбрала бытылочку вина сама, решила попробовать салат из рукколы с печеным картофелем и гребешки со спаржей! Удивилась когда перед салатом принесли комплимент от шеф-повара, хотя мой восторг был не долгим, салат мне несли минут 40 если не больше, салат был на 4, после чего гребешки я ждала еще минут 30, десерт даже не стала заказывать! Приятная атмосфера, но не более того и на 2ом этаже очень душно!",absence,both,absence,both,both
"Добрый день всем! В ресторан МИСО на московском ходим с коллегами обедать практически каждый день, обычно компания 5-6 человек, до этого инцидента мы были очень довольны кухней и обслуживанием, прекрасный интерьер и атмосфера, но в очередной наш ланч был добавлен человеческий волос!!!!!! Черный и плотный, прекрасно намотанный на кусочек мяса, который попал мне в рот. Хорошее настроение ушло вместе с аппетитом. Конечно мне предложили заменить блюдо, но желание есть больше не было! Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.",negative,positive,absence,negative,both
"Были в ресторане 2 раза. Один раз днем, все понравилось,второй раз вечером, решили зайти выпить чаю и вина.. Сидим, едим -пьем, вдруг подходит официантка и говорит: А Вы знаете, что мы сегодня работаем до 22.00 ? Мы удивились,т.к. времени было 21.20 и мы хотели приятно провести вечер в ресторане.. Через 5 минут официантка опять подошла и попросила нас ее понять ( и других работников),т.к. им начальство разрешает уходить домой пораньше, когда никого нет. А мы, видимо, были никто, по ее мнению..Но елси вдруг еще кто-то придет, то конечно они еще поработают.. Ругаться не хотелось, тк мы оимечали небольшой праздник, поэтому в 21.40 мы ушли. Чаевые оставлять совсем не захотелось.",neutral,absence,absence,both,negative
"Отмечали день рождения, компанией из 8 человек. В общем и целом понравилось. По меню: Ценник выше среднего Небольшой выбор салатов Из блюд компаний перепробовали: соленья, кармашки с грибами и рыбой, жареный камамбер, шашлык из свинины, свинину с моцареллой и грибами, угря. Все понравилось- порции большие. По обслуживанию: Несколько медлительные официантки. Блюда несли долго и неравномерно (половина народу сидела уже с пустыми тарелками, а вторая еще даже не получила закусок). Особенно долго получилось с булочками( а они оказались очень вкусными). Рассчитываться пришлось на стойке, официантка так и не принесла счет. В принципе праздник удался и недочеты не испортили общего впечатления.",positive,absence,negative,both,negative
"Приятно когда тебя встречают улыбкой аж с ""парковки"" !!!! :0))))) Попадаешь в ресторан и сразу ощущаешь хорошее настроение во всей атмосфере : интерьер, персонал, музыкальное сопровождение , свечи- цветы , все красиво, все настраивает на приятную волну . По кухне можно сказать, что уровень выдержан , отличная подача мяса , холодных закусок, десертов .... Комплимент от ресторана в виде вазочки с виноградом, очень оригинально и неожиданно , а так же вкусно :0))))) Понимая, что Постное меню трудно разнообразить , можно отметить выдержанный стиль и вкус блюд. Общее впечатление от заведения, по домашнему теплое и уютное , спасибо персоналу и создателям за чудесное место, успехов Вам и развития, добрых гостей и новых побед !!!!",positive,positive,absence,positive,positive
"Отмечали свадьбу друга. Приехали вечером, шел дождь и это единственный недостаток вечера) Что сразу же приятно удивило, официантки!!!-все как на подбор улыбаются совершенно искренне и доброжелательно, а не с целью получить чаевые (к тому же какие чаевые-это же банкет), встречают, провожают, а в течение всего праздника ненавязчиво ""как невидимки"" меняли блюда, в то же время когда надо было-они тут же появлялись) Вобщем отдельное спасибо, давно не встречала такого обслуживания! Меню посмотреть не могли, поэтому названий не знаю, цен тоже. Очень понравился салат с креветками и листьями, рулетики из баклажанов (начинка включала в себя грецкие орехи, остальное не поняла))), холодный рыбный рулет и, корюшка, фаршированная рисом и овощами-поистине красивое и вкусное блюдо. Свинина почему-то была непрожарена. Отдельно хочется отметить интерьер-особенно снаружи - качели, беседки, ""веселые"" фигурки...вобщем фотографии получились красочные) Уже порекомендовала это заведение всем друзьям. Не только молодым там понравилось, но и людям постарше. Отмечу, что его выбирали родители нашего жениха, сдается мне, что отзыв Натальи А. - отзыв мамы нашего друга, так что не относитесь так скептично, люди долго выбирали это заведение и написали откровенный отзыв, пусть и немногословный, зато честно и без пафоса)))",both,positive,absence,positive,positive
"Хороший свежий ресторан, обслуживание понравилось, встретили- проводили, усадили, подвинули столы.Официант девушка была очень вежливая и услужливая. Еда понравилась ,было вкусно. Что не понравилось, на что надо администрации обратить внимание: 1.Нет в карте вин, полусладкого вина. Хотя алкогольная карта очень большая. 2. Принесли ""комплимент"" от заведения, потом увидел его в счете.. Зачем при таких ценах, это делать, осталось загадкой.. Но в целом в печатление осталось хорошее, отдохнули хорошо, хотя заведение не дешевое.",both,absence,negative,positive,positive
"13 января 2014 г. отмечали День Рождения! нас было 5 человек, и это был понедельник! в зале сидело столика 3 вместе с нами, обслуживание-очень понравилось!наш официант в течение всего вечера подходил очень часто, узнавал все ли хорошо и не желаем ли мы чего! кальян-супер! заказывали закуски-крылья, сырные шарики, фрукты-все очень понравилось!!!несли не долго! мы остались довольны!!спасибо!придем снова к вам!!!",positive,absence,absence,positive,positive
"Хочу написать своё впечатление о Бадене. Живём в Озерках и это единственное место, где можно комфортно и уютно посидеть на террасе среди зелени. Можно поехать в загородные рестораны, но если хочется выпить вина, то не всегда удобно. Периодически ходим в этот ресторан, особенно летом. Столик стараемся заказывать заранее. Последний раз были с мужем неделю назад. Ели салат с куриной печенью, холодный борщ, шашлыки из баранины и телёнка (шашлыки заказываем всегда, претензий никаких!) Официанты работают с рациями быстро, не боятся спрашивать, советовать. Обслуживание адекватное, не макдональдс конечно, но всё во время. Нам всё нравится! Что сказать? Спасибо! Ждём погоду тёплую и пойдём ещё. Тем, кто не был, советую посетить этот ресторан.",positive,positive,absence,positive,positive
"Все не собраться было написать отзыв об этом прекрасном и замечательном ресторане. Отмечала свой день рождения в красивейшем зале ""Царский"". Очень красивый интерьер, все гости это отметили. Стол просто ломился от блюд, все было ооооочень вкусно и достойно оформлено, хотя меню обошлось мне в приемлемые деньги, алкоголь был свой. Да, особо хочу отметить организацию моего торжества и работу официантов. Не надо было никого специально звать/ждать, они сами замечали чего не хватает, что принести, кому налить))) Ребята вы супер! С нами была управляющая другого ресторана и она очень хорошо отзывалась о работе и работниках ресторана. Также была очень удивлена , что в конце вечера мне все предложили упаковать в пакеты. ""Сытинъ"" - Вы молодцы! Так держать! Спасибо за прекрасный праздник. Отдельное спасибо управляющей Юлии, она мне помогла составить меню так, чтобы мои гости были довольны. Чувствуется профессионализм))))",positive,positive,positive,positive,positive
"Бронировали столик в прошлые выходные (30.08.14), небольшой компанией. Хотели новых впечатлений, и, хочу сказать, что получили мы их с полна!! Нас обслуживал Шеф-повар ресторана (у него красная повязка, у остальных - желтая). Приятный мужчина, несмотря на то, что он не понимал по русски- мы нашли общий язык). Очень виртуозно, а главное вкусно он готовил нам деликатесные блюда. В большим интересом наблюдали за профессионалом своего дела. Честно говоря, приготовленные блюда по вкусу чень похожи на блюда в ресторанах Тайланда, хотя мясной стейк немного не удался. При бронировании столика администратор нас предупредила, что кроме пива, алкогольная продукция у них не продается, но возможно принести с собой, немного доплатив. Приятный, не напрягающий внешний вид зала, уютно и ненавязчиво. Отдельное спасибо официантке Оксане- практически от нас не отходила. Очень огорчили посетители VIP-зала (стыдно за наших): В зале есть небольшой аквариум, в котором плавает довольно крупная рыба, так вот один мужчина, видимо немного выпив- от этой рыбы ни как не мог отстать, ну её богу, как будто в зоопарк пришел! В общем- всё очень понравилось, процветания Вам! С удовольствием придем к Вам снова!",positive,positive,absence,positive,positive
"Отмечали свадьбу в ресторане «Кирочный Двор». Хотелось бы сказать огромное спасибо всем сотрудникам данного заведения. Гостей вместе с нами было 47 человек, в зале было свободно и места для танцев, о котором я очень переживала, было предостаточно. Администраторы помогли нам с оформлением зала и поиском ведущих (за которых тоже большое спасибо). Меню выбрали на 1800, алкоголь нам разрешили привезти свой. Все было очень вкусно, широкий выбор блюд, большие порции, а главное гости были сыты и довольны. В общем, все прошло на 5+. Обязательно будем рекомендовать вас всем знакомым. Еще раз спасибо! Анна и Иван",positive,positive,absence,positive,positive
"Всем добрый день! Банкетный зал открылся недавно, и мы были первыми, кто отметил там свой банкет. Отмечали мой день рождения, было 30 человек взрослых гостей, и 5 маленьких. Места хватило всем ) Для детей был выделен отдельный подиум в конце зала, для взрослых столы стояли по периметру, ну и для танцев тоже было достаточно места. По интерьеру мне понравилось то, что это уютный, светлый зал. По кухне все было вкусно, разнообразие салатов, закусок, красиво сервирован стол, блюда интересно оформлены. Обслуживание тоже понравилось, никто забыт не был, ребята хорошо справлялись со своей работой ) Пока гости собирались, их поджидал шоколадный фонтан и фрукты с шампанским ) Праздник прошел на ура, гости остались довольны, а я счастлива) спасибо огромное персоналу за работу, а так же основным организаторам банкета - Олесе и Саше) спасибо, ребята, за праздник, он удался)",positive,positive,positive,positive,positive
"Была на днях в этом ресторане, приехали в пятницу вечером, лил дождь, очень хотелось кушать) Зашли, нас никто не встретил, т.к. в зале никого из персонала не было, разглядев бармена за стойкой мы подошли к нему, уточнили где можно присесть. Нам достался самый крайний столик, расположенный рядом с колонкой. Пока мы знакомились с меню, освободился более удобный столик, рядом с окошком и мы перешли туда. Наш заказ: шашлыки из баранины на кости и мякоти, зелень, свежие овощи, картофель айдахо, соусы к мясу и картофелю, чай, кофе. Готовили мясо час, мы никуда не торопились, хотя могли бы и предупредить об этом заранее. Кофе и чай принесли сразу, кофе заварной из турки, очень крепкий, на любителя. Мясо было вкусное, хорошо прожаренное и сочное, только вот соус почему-то несли к нему минут 15, потом мы ещё столько же прождали картофель и сырный соус к нему) Хотели ещё взять сладости к чаю, но были уже сыты и решили не заказывать. Вообще меню очень разнообразное и составлено с чувством юмора, некоторые названия блюд весьма забавны) Каждый в нем найдет то, что захочется попробовать. А вот сервис хромает. Когда мы пришли на втором этаже был большой банкет, на первом тоже парочка человек по восемь и нам видать просто не хватило внимания персонала, весь он был занят. Кнопка вызова-очень помогла))",positive,absence,absence,both,negative
"Здравствуйте! 23.12.2013г.Провели корпоратив в ресторане Le Glamure(хрустальный зал) все очень понравилось, рекомендую!!Отличная кухня, обслуживание на высшем уровне,обстановка внутри как на картинке, давно такой красоты не видела=) Очень хороший, уютный ресторан. Приветливые официанты, вкусная еда и красивый интерьер.Обязательно вернемся в это место еще не раз! Отдельное спасибо Кате, нашей ведущей;)",positive,positive,positive,positive,positive
"На днях я таки посетила Террасу, в которой не была уже пару месяцев. Соскучилась!) Зашли небольшой женской компанией, часов в 9. Народ в это время собрался крайне гламурный, всё вокруг пестрило брендами и драгоценностями. Мне нравится стильный гламур (не знаю, употребляется ли такое выражение), а не... розовый. Это я к тому, что за соседним столиком сидели две дамочки с ног до головы в розовом. Очень забавные, повеселили.) Часов в 11 (сидели мы довольно долго) к нам подсели трое молодых людей, чтобы познакомиться. Знакомиться мы не стали, но и настроение они нам, к счастью, не испортили. Официантка попалась хорошая: внимательная, без оценивающих взглядов, и ждать часами её не приходилось. Сервис в Террасе не плохой, но раз на раз не приходится. В этот раз повезло. Кухня, как всегда, на уровне. Меню интересное и разнообразное. Салаты и паста просто потрясающие. Алкоголь, действительно, вкусный.) Цены приемлемые. В целом Терраса не разочаровывает и продолжает оставаться одним из любимых мест.",positive,absence,positive,positive,positive
"Были сегодня первый раз! Все очень понравилось. И место на диванчиках нашлось, и официантка очень приветливая, но ненавязчивая, интерьер приятный, живая музыка тоже расслабляет, вполне и под нее можно вести беседу. Обслуживание оперативное, ждать 1-2 минуты пиво, гренки чуть дольше, пиво отличное!!! я в восторге!!! обстановка очень уютная. а еще радует что недалеко от дома такое прекрасное заведение есть!!!",positive,positive,absence,positive,positive
"Хочется поделиться со всеми пользователями сайта отзывом о ресторане Duplex. Данный ресторан мы выбрали для празднования свадебного праздничного ужина в кругу друзей и близких. Предварительно посетив данный ресторан, нам удалось оценить качество блюд и наглядно посмотреть интерьер внутри. Так как торжество планировалось на 25 человек, места для наших гостей было вполне достаточно и для танцев в том числе. Менеджер Алексей, который принимал наш заказ и подписывал договор, провёл всё мероприятие сам, чем очень нас порадовал. В меню мы выбирали разнообразные блюда и все они были очень вкусными. Стол был богатым и ярким. Украшать зал отдельно не пришлось, интерьер очень уютный и располагающий для торжественного мероприятия. Все остались очень довольны, едой, сервисом и доброжелательной атмосферой в ресторане. Спасибо большое Алексею, за наш праздник! Если бы мне пришлось второй раз выбирать ресторан, я не усомнившись сделала выбор в пользу Duplex!",positive,positive,absence,positive,positive
